"jmdict_seq","kanji","kana","waller_definition","origin","original"
1390760,"扇風機","せんぷうき","electric fan","waller",
1390760,"扇風器","せんぷうき","electric fan","jmdict","扇風機"
1391880,"線路","せんろ","line,track,roadbed","waller",
1400820,"相違","そうい","difference,discrepancy,variation","waller",
1400820,"相異","そうい","difference,discrepancy,variation","jmdict","相違"
1982210,,"そういえば","which reminds me ..","waller",
1982210,"そう言えば","そういえば","which reminds me ..","jmdict","そういえば"
1299370,"雑巾","ぞうきん","house-cloth,dust cloth","waller",
1299370,"雑布","ぞうきん","house-cloth,dust cloth","jmdict","雑巾"
1403200,"増減","ぞうげん","increase and decrease,fluctuation","waller",
1399120,"倉庫","そうこ","storehouse,warehouse,godown","waller",
1596370,"相互","そうご","mutual,reciprocal","waller",
1398420,"創作","そうさく","production,literary creation,work","waller",
1402160,"葬式","そうしき","funeral","waller",
1403720,"造船","ぞうせん","shipbuilding","waller",
1596440,"騒々しい","そうぞうしい","noisy,boisterous","waller",
1596440,"騒騒しい","そうぞうしい","noisy,boisterous","jmdict","騒々しい"
1403310,"増大","ぞうだい","enlargement","waller",
1006810,,"そうっと",,"waller",
1402850,"送別","そうべつ","farewell,send-off","waller",
1402060,"草履","ぞうり","zoori (Japanese footwear),sandals","waller",
1402060,"草履","じょうり","zoori (Japanese footwear),sandals","jmdict","ぞうり"
1401820,"総理大臣","そうりだいじん","Prime Minister","waller",
1402870,"送料","そうりょう","postage,carriage","waller",
1405710,"属する","ぞくする","to belong to,to come under,to be affiliated with,to be subject to","waller",
1596730,"続々","ぞくぞく","successively,one after another","waller",
1596730,"続続","ぞくぞく","successively,one after another","jmdict","続々"
1405030,"速達","そくたつ","express,special delivery","waller",
1404570,"測定","そくてい","measurement","waller",
1404590,"測量","そくりょう","measurement,surveying","waller",
1405080,"速力","そくりょく","speed","waller",
1397240,"素質","そしつ","character,qualities,genius","waller",
1396820,"祖先","そせん","ancestor","waller",
1006740,,"そそっかしい","careless,thoughtless","waller",
1596570,"卒直","そっちょく","frankness,candour,openheartedness","waller",
1596570,"率直","そっちょく","frankness,candour,openheartedness","jmdict","卒直"
1244960,"具える","そなえる","to be furnished with","waller",
1006880,,"そのうえ","in addition,furthermore","waller",
1006880,"その上","そのうえ","in addition,furthermore","jmdict","そのうえ"
1006880,"其の上","そのうえ","in addition,furthermore","jmdict","そのうえ"
2547920,,"そのころ",,"waller",
2547920,"その頃","そのころ",,"jmdict","そのころ"
1006850,,"そのため","hence,for that reason","waller",
1006850,"その為","そのため","hence,for that reason","jmdict","そのため"
1006850,"其の為","そのため","hence,for that reason","jmdict","そのため"
1006850,"其のため","そのため","hence,for that reason","jmdict","そのため"
1006900,,"そのほか","otherwise","waller",
1006900,"その他","そのほか","otherwise","jmdict","そのほか"
1006900,"その他","そのた","otherwise","jmdict","そのほか"
1006900,"その外","そのほか","otherwise","jmdict","そのほか"
1006900,"その外","そのた","otherwise","jmdict","そのほか"
1006900,"其の他","そのほか","otherwise","jmdict","そのほか"
1006900,"其の他","そのた","otherwise","jmdict","そのほか"
1006900,"其の外","そのほか","otherwise","jmdict","そのほか"
1006900,"其の外","そのた","otherwise","jmdict","そのほか"
1238460,"蕎麦","そば","soba (buckwheat noodles)","waller",
1238460,,"そば","soba (buckwheat noodles)","jmdict","蕎麦"
1238460,,"そばむぎ","soba (buckwheat noodles)","jmdict","蕎麦"
1238460,"蕎麦","そばむぎ","soba (buckwheat noodles)","jmdict","そば"
1238460,,"そまむぎ","soba (buckwheat noodles)","jmdict","蕎麦"
1238460,"蕎麦","そまむぎ","soba (buckwheat noodles)","jmdict","そば"
1581900,"剃る","そる","to shave","waller",
1581900,"剃る","する","to shave","jmdict","そる"
2055520,,"それなのに",,"waller",
1576360,"逸れる","それる","to stray (turn) from subject,to get lost,to go astray","waller",
1576360,,"それる","to stray (turn) from subject,to get lost,to go astray","jmdict","逸れる"
1406110,"揃う","そろう","to become complete,to be equal,to be all present,to gather","waller",
1406120,"揃える","そろえる","to put things in order,to arrange,to make uniform,to get something ready","waller",
1596700,"算盤","そろばん","abacus","waller",
1596700,,"そろばん","abacus","jmdict","算盤"
1596700,"十露盤","そろばん","abacus","jmdict","算盤"
1596700,"珠盤","そろばん","abacus","jmdict","算盤"
1596700,,"ソロバン","abacus","jmdict","算盤"
1406140,"存じる","ぞんじる","(hum) to know","waller",
1983710,"存ずる","ぞんずる",,"waller",
1406770,"損得","そんとく","loss and gain,advantage and disadvantage","waller",
1442840,"田ぼ","たんぼ","paddy field,farm","waller",
1442840,"田んぼ","たんぼ","paddy field,farm","jmdict","田ぼ"
1442840,"田圃","たんぼ","paddy field,farm","jmdict","田ぼ"
1442840,"田圃","でんぽ","paddy field,farm","jmdict","田ぼ"
1442840,"田圃","でんぼ","paddy field,farm","jmdict","田ぼ"
1442840,"田ぼ","でんぼ","paddy field,farm","jmdict","たんぼ"
1442840,"田畝","でんぽ","paddy field,farm","jmdict","田ぼ"
1442840,"田畝","でんぼ","paddy field,farm","jmdict","田ぼ"
1415270,"第一","だいいち","first,foremost,# 1","waller",
1415270,"第１","だいいち","first,foremost,# 1","jmdict","第一"
1413250,"大学院","だいがくいん","graduate school","waller",
1413690,"大工","だいく","carpenter","waller",
1409390,"体系","たいけい","system,organization","waller",
1408280,"太鼓","たいこ","drum,tambourine","waller",
1410050,"対策","たいさく","counter-plan,counter-measure","waller",
1412970,"大して","たいして","(not so) much,(not) very","waller",
1412970,,"たいして","(not so) much,(not) very","jmdict","大して"
1410080,"対照","たいしょう","contrast,antithesis,comparison","waller",
1414110,"大小","だいしょう","size","waller",
1409550,"体制","たいせい","order,system,structure,set-up,organization","waller",
1409560,"体積","たいせき","capacity,volume","waller",
1414380,"大層","たいそう","very much,exaggerated,very fine","waller",
1414380,,"たいそう","very much,exaggerated,very fine","jmdict","大層"
1414380,"大そう","たいそう","very much,exaggerated,very fine","jmdict","大層"
1409580,"体操","たいそう","gymnastics,physical exercises,calisthenics","waller",
1414920,"大分","だいぶん","considerably,greatly,a lot","waller",
1415090,"大木","たいぼく","large tree","waller",
1415490,"題名","だいめい","title","waller",
1412340,"代名詞","だいめいし","pronoun","waller",
1075840,,"タイア","tire,tyre","waller",
1076680,,"ダイヤグラム","diagram","waller",
1076680,,"ダイアグラム","diagram","jmdict","ダイヤグラム"
1076890,,"ダイヤモンド","diamond","waller",
1076890,,"ダイアモンド","diamond","jmdict","ダイヤモンド"
1076900,,"ダイヤル","dial","waller",
1076900,,"ダイアル","dial","jmdict","ダイヤル"
1410290,"対立","たいりつ","confrontation,opposition,antagonism","waller",
1442810,"田植え","たうえ","rice planting","waller",
1442810,"田植","たうえ","rice planting","jmdict","田植え"
1386700,"絶えず","たえず","constantly","waller",
1409000,"楕円","だえん","ellipse","waller",
1409000,"だ円","だえん","ellipse","jmdict","楕円"
1409000,"橢円","だえん","ellipse","jmdict","楕円"
1283240,"高める","たかめる","to raise,to lift,to boost","waller",
1280950,"耕す","たがやす","to till,to plow,to cultivate","waller",
1415520,"滝","たき","waterfall","waller",
1415520,"瀧","たき","waterfall","jmdict","滝"
1596830,"炊く","たく","to boil,to cook","waller",
1596840,"焚く","たく","to burn,to kindle,to build a fire","waller",
1596860,"蓄える","たくわえる","to store,to lay in stock","waller",
1596860,"貯える","たくわえる","to store,to lay in stock","jmdict","蓄える"
1422230,"竹","たけ","bamboo,middle (of a three-tier ranking system)","waller",
1422230,,"タケ","bamboo,middle (of a three-tier ranking system)","jmdict","竹"
1344380,"助かる","たすかる","to be saved,to be rescued,to survive,to be helpful","waller",
1416190,"但し","ただし","but,however,provided that","waller",
1416190,,"ただし","but,however,provided that","jmdict","但し"
1356780,"畳む","たたむ","to fold (clothes)","waller",
1356780,,"たたむ","to fold (clothes)","jmdict","畳む"
1551350,"立ち止まる","たちどまる","to stop,to halt,to stand still","waller",
1551350,"立ち止まる","たちとまる","to stop,to halt,to stand still","jmdict","たちどまる"
1551350,"立ち止る","たちどまる","to stop,to halt,to stand still","jmdict","立ち止まる"
1551350,"立ち止る","たちとまる","to stop,to halt,to stand still","jmdict","立ち止まる"
1551350,"立ちどまる","たちどまる","to stop,to halt,to stand still","jmdict","立ち止まる"
1551350,"立止る","たちどまる","to stop,to halt,to stand still","jmdict","立ち止まる"
1551350,"立止る","たちとまる","to stop,to halt,to stand still","jmdict","立ち止まる"
1551350,"立ち留まる","たちどまる","to stop,to halt,to stand still","jmdict","立ち止まる"
1551350,"立ち留まる","たちとまる","to stop,to halt,to stand still","jmdict","立ち止まる"
1551350,"立留まる","たちどまる","to stop,to halt,to stand still","jmdict","立ち止まる"
1551350,"立留まる","たちとまる","to stop,to halt,to stand still","jmdict","立ち止まる"
1551350,"立留る","たちどまる","to stop,to halt,to stand still","jmdict","立ち止まる"
1551350,"立留る","たちとまる","to stop,to halt,to stand still","jmdict","立ち止まる"
1288480,,"たちまち","at once,in a moment,suddenly,all at once","waller",
1288480,"忽ち","たちまち","at once,in a moment,suddenly,all at once","jmdict","たちまち"
1597045,"建つ","たつ","to erect,to be erected,to be built","waller",
1597040,"発つ","たつ","to depart (on a plane, train, etc.)","waller",
1416560,"脱線","だっせん","derailment,digression","waller",
1408540,"妥当","だとう","valid,proper,right,appropriate","waller",
1597130,"例える","たとえる","to compare,to liken,to speak figuratively,to illustrate,to use a simile","waller",
1597130,"喩える","たとえる","to compare,to liken,to speak figuratively,to illustrate,to use a simile","jmdict","例える"
1597130,"譬える","たとえる","to compare,to liken,to speak figuratively,to illustrate,to use a simile","jmdict","例える"
1548380,"頼もしい","たのもしい","reliable,trustworthy,hopeful,promising","waller",
1404920,"足袋","たび","tabi,Japanese socks (with split toe)","waller",
1404920,"単皮","たび","tabi,Japanese socks (with split toe)","jmdict","足袋"
1077110,,"ダブル","double","waller",
1574550,,"だます","to trick,to cheat,to deceive","waller",
1574550,"騙す","だます","to trick,to cheat,to deceive","jmdict","だます"
1574550,"瞞す","だます","to trick,to cheat,to deceive","jmdict","だます"
1552650,"溜まる","たまる","to collect,to gather,to save","waller",
1552650,,"たまる","to collect,to gather,to save","jmdict","溜まる"
1552650,"溜る","たまる","to collect,to gather,to save","jmdict","溜まる"
1077140,,"ダム","dumb","waller",
1597190,"溜息","ためいき","a sigh","waller",
1597190,"ため息","ためいき","a sigh","jmdict","溜息"
1597190,"溜め息","ためいき","a sigh","jmdict","溜息"
1573390,,"ためらう","to hesitate","waller",
1573390,"躊躇う","ためらう","to hesitate","jmdict","ためらう"
1552630,"溜める","ためる","to amass,to accumulate","waller",
1007500,,"だらしない","slovenly,loose,a slut","waller",
1007500,"だらし無い","だらしない","slovenly,loose,a slut","jmdict","だらしない"
1404750,"足る","たる","to be sufficient,to be enough","waller",
1419950,"段階","だんかい","gradation,grade,stage","waller",
1418640,"短期","たんき","short term","waller",
1597260,"炭鉱","たんこう","coal mine,coal pit","waller",
1597260,"炭坑","たんこう","coal mine,coal pit","jmdict","炭鉱"
1597260,"炭礦","たんこう","coal mine,coal pit","jmdict","炭鉱"
1418760,"短所","たんしょ","(1) defect,demerit,weak point,(2) disadvantage","waller",
1418990,,"たんす","chest of drawers","waller",
1418990,"箪笥","たんす","chest of drawers","jmdict","たんす"
1418990,"簞笥","たんす","chest of drawers","jmdict","たんす"
1418990,,"タンス","chest of drawers","jmdict","たんす"
1418460,"淡水","たんすい","fresh water","waller",
1419660,"断水","だんすい","water outage","waller",
1417670,"単数","たんすう","singular (number)","waller",
1419300,"団地","だんち","multi-unit apartments","waller",
1419740,"断定","だんてい","conclusion,decision","waller",
1597300,"短編","たんぺん","short (e.g. story, film)","waller",
1597300,"短篇","たんぺん","short (e.g. story, film)","jmdict","短編"
1381210,"誓う","ちかう","to swear,to vow,to take an oath,to pledge","waller",
1381210,"盟う","ちかう","to swear,to vow,to take an oath,to pledge","jmdict","誓う"
1622630,"地下水","ちかすい","underground water","waller",
1578110,"近々","ちかぢか","nearness,before long","waller",
1578110,"近々","きんきん","nearness,before long","jmdict","ちかぢか"
1578110,"近近","ちかぢか","nearness,before long","jmdict","近々"
1578110,"近近","きんきん","nearness,before long","jmdict","近々"
1578110,"近ぢか","ちかぢか","nearness,before long","jmdict","近々"
1242520,"近付ける","ちかづける","to bring near,to put close,to let come near,to associate with","waller",
1242520,"近づける","ちかづける","to bring near,to put close,to let come near,to associate with","jmdict","近付ける"
1242230,"近寄る","ちかよる","to approach,to draw near","waller",
1242230,"近よる","ちかよる","to approach,to draw near","jmdict","近寄る"
1554940,"力強い","ちからづよい","reassuring,emboldened","waller",
1389020,"千切る","ちぎる","to cut up fine,to pick (fruit)","waller",
1389020,,"ちぎる","to cut up fine,to pick (fruit)","jmdict","千切る"
1421130,"地質","ちしつ","geological features","waller",
1420620,"知人","ちじん","friend,acquaintance","waller",
1421360,"地帯","ちたい","area,zone","waller",
1337560,"縮む","ちぢむ","to shrink,to be contracted","waller",
1337560,"縮む","ちじむ","to shrink,to be contracted","jmdict","ちぢむ"
1337570,"縮める","ちぢめる","to shorten,to reduce,to boil down,to shrink","waller",
1337590,"縮れる","ちぢれる","to be wavy,to be curled","waller",
1077740,,"チップ","(1) gratuity,tip,(2) chip","waller",
1421380,"地点","ちてん","site,point on a map","waller",
1421500,"地名","ちめい","place name","waller",
1983730,"茶色い","ちゃいろい",,"waller",
1597480,"着々","ちゃくちゃく","steadily","waller",
1597480,"着着","ちゃくちゃく","steadily","jmdict","着々"
1597530,"茶碗","ちゃわん","rice bowl,tea cup,teacup","waller",
1423680,"中間","ちゅうかん","middle,midway,interim","waller",
1424490,"中旬","ちゅうじゅん","second third of a month","waller",
1426190,"抽象","ちゅうしょう","abstract","waller",
1424690,"中世","ちゅうせい","Middle Ages,mediaeval times","waller",
1424710,"中性","ちゅうせい","neuter gender,neutral (chem.),indifference,sterility","waller",
1425030,"中途","ちゅうと","in the middle,half-way","waller",
1425240,"中年","ちゅうねん","middle-aged","waller",
1429410,"超過","ちょうか","excess,being more than","waller",
1427980,"彫刻","ちょうこく","carving,engraving,sculpture","waller",
1430030,"長所","ちょうしょ","(1) strong point,merit,(2) advantage","waller",
1430040,"長女","ちょうじょ","eldest daughter","waller",
1429200,"調整","ちょうせい","regulation,adjustment,tuning","waller",
1429240,"調節","ちょうせつ","regulation,adjustment,control","waller",
1430070,"長短","ちょうたん","length,long and short,+-","waller",
1430240,"頂点","ちょうてん","top,summit","waller",
1430080,"長男","ちょうなん","eldest son","waller",
1430130,"長方形","ちょうほうけい","rectangle,oblong","waller",
1429290,"調味料","ちょうみりょう","condiment,seasoning","waller",
1078240,,"チョーク","chock,chalk","waller",
1078240,,"チョック","chock,chalk","jmdict","チョーク"
1430930,"直後","ちょくご","immediately following","waller",
1431310,"直線","ちょくせん","straight line","waller",
1431330,"直前","ちょくぜん","just before","waller",
1431440,"直通","ちょくつう","direct communication","waller",
1431600,"直流","ちょくりゅう","direct current","waller",
1427220,"貯蔵","ちょぞう","storage,preservation","waller",
1430800,"直角","ちょっかく","right angle","waller",
1597720,"直径","ちょっけい","diameter","waller",
1597720,"直経","ちょっけい","diameter","jmdict","直径"
1303420,"散らかす","ちらかす","to scatter around,to leave untidy","waller",
1303430,"散らかる","ちらかる","to be in disorder,to lie scattered around","waller",
1303460,"散らす","ちらす","to scatter,to disperse,to distribute","waller",
1612710,"塵紙","ちりがみ","tissue paper,toilet paper","waller",
1612710,"ちり紙","ちりがみ","tissue paper,toilet paper","jmdict","塵紙"
1612710,"ちり紙","ちりし","tissue paper,toilet paper","jmdict","塵紙"
1612710,"チリ紙","チリがみ","tissue paper,toilet paper","jmdict","塵紙"
1612710,"塵紙","ちりし","tissue paper,toilet paper","jmdict","ちりがみ"
1303490,"散る","ちる","to fall,to scatter (e.g. blossoms)","waller",
1432460,"追加","ついか","addition,supplement,appendix","waller",
1345470,"序で","ついで","opportunity,occasion","waller",
1345470,,"ついで","opportunity,occasion","jmdict","序で"
1345470,"序","ついで","opportunity,occasion","jmdict","序で"
1433050,"通貨","つうか","currency","waller",
1433140,"通勤","つうきん","commuting to work","waller",
1983740,"通ずる","つうずる",,"waller",
1433470,"通知","つうち","notice,notification","waller",
1433490,"通帳","つうちょう","passbook","waller",
1433560,"通訳","つうやく","interpretation","waller",
1433570,"通用","つうよう","popular use,circulation","waller",
1433600,"通路","つうろ","passage,pathway","waller",
1597790,"付合う","つきあう","to associate with,to keep company with,to get on with","waller",
1597790,"付き合う","つきあう","to associate with,to keep company with,to get on with","jmdict","付合う"
1597790,"つき合う","つきあう","to associate with,to keep company with,to get on with","jmdict","付合う"
1456770,"突き当たり","つきあたり","end (e.g. of street)","waller",
1456770,"突き当り","つきあたり","end (e.g. of street)","jmdict","突き当たり"
1456770,"突当り","つきあたり","end (e.g. of street)","jmdict","突き当たり"
1456770,"突きあたり","つきあたり","end (e.g. of street)","jmdict","突き当たり"
1456770,"つき当たり","つきあたり","end (e.g. of street)","jmdict","突き当たり"
1456770,"突当たり","つきあたり","end (e.g. of street)","jmdict","突き当たり"
1456780,"突き当たる","つきあたる","to run into,to collide with","waller",
1456780,"突き当る","つきあたる","to run into,to collide with","jmdict","突き当たる"
1456780,"衝き当たる","つきあたる","to run into,to collide with","jmdict","突き当たる"
1456780,"衝き当る","つきあたる","to run into,to collide with","jmdict","突き当たる"
1255780,"月日","つきひ","time,years,days","waller",
1441400,"点く","つく","to catch fire,(electricity) comes on","waller",
1441400,,"つく","to catch fire,(electricity) comes on","jmdict","点く"
1456890,"突く","つく","(1) to thrust,to strike,(2) to poke","waller",
1456890,"衝く","つく","(1) to thrust,to strike,(2) to poke","jmdict","突く"
1456890,"撞く","つく","(1) to thrust,to strike,(2) to poke","jmdict","突く"
1456890,"捺く","つく","(1) to thrust,to strike,(2) to poke","jmdict","突く"
1316400,"次ぐ","つぐ","to rank next to,to come after","waller",
1316400,"亜ぐ","つぐ","to rank next to,to come after","jmdict","次ぐ"
1597890,"造る","つくる","to make,to create","waller",
1495770,"着ける","つける","(1) to attach,to join,to add,to append","waller",
1610400,"点ける","つける","to turn on,to switch on,to light up","waller",
1610400,,"つける","to turn on,to switch on,to light up","jmdict","点ける"
1433680,"浸ける","つける","to dip in,to soak","waller",
1441900,"伝わる","つたわる","to be handed down,to be introduced,to be transmitted","waller",
1456940,"突っ込む","つっこむ","to plunge into,to go into deeply","waller",
1456940,"突っこむ","つっこむ","to plunge into,to go into deeply","jmdict","突っ込む"
1456940,"突込む","つっこむ","to plunge into,to go into deeply","jmdict","突っ込む"
1456940,,"ツッコむ","to plunge into,to go into deeply","jmdict","突っ込む"
1240825,"務める","つとめる","(1) to serve,to fill a post,to serve under,to work (for)","waller",
1240820,"努める","つとめる","(1) to serve,to fill a post,to serve under,to work (for)","waller",
1240820,"勉める","つとめる","(1) to serve,to fill a post,to serve under,to work (for)","jmdict","努める"
1240820,"力める","つとめる","(1) to serve,to fill a post,to serve under,to work (for)","jmdict","努める"
1280880,"綱","つな","rope","waller",
1251870,"繋がり","つながり","connection,link,relationship","waller",
1251870,,"つながり","connection,link,relationship","jmdict","繋がり"
1251880,"繋がる","つながる","to be tied together,to be connected to,to be related to","waller",
1251880,,"つながる","to be tied together,to be connected to,to be related to","jmdict","繋がる"
1251880,"繫がる","つながる","to be tied together,to be connected to,to be related to","jmdict","繋がる"
1251880,"接続る","つながる","to be tied together,to be connected to,to be related to","jmdict","繋がる"
1251910,"繋げる","つなげる","to connect","waller",
1251910,,"つなげる","to connect","jmdict","繋げる"
1251910,"繫げる","つなげる","to connect","jmdict","繋げる"
1552890,"粒","つぶ","grain","waller",
1552890,"粒","りゅう","grain","jmdict","つぶ"
1552890,"粒","つび","grain","jmdict","つぶ"
1552890,"粒","つぼ","grain","jmdict","つぶ"
1433820,"潰す","つぶす","to smash,to waste","waller",
1433830,"潰れる","つぶれる","to be smashed,to go bankrupt","waller",
1573400,,"つまずく","to stumble,to trip","waller",
1573400,"躓く","つまずく","to stumble,to trip","jmdict","つまずく"
1573400,,"つまづく","to stumble,to trip","jmdict","つまずく"
1573400,"躓く","つまづく","to stumble,to trip","jmdict","つまずく"
1226480,"詰まる","つまる","to be blocked,to be packed","waller",
1382970,"積む","つむ","to pile up,to stack","waller",
1433880,"爪","つめ","fingernail or toenail,claw,talon,hoof","waller",
1177680,"艶","つや","gloss,glaze","waller",
1236230,"強気","つよき","firm,strong","waller",
1236230,"強き","つよき","firm,strong","jmdict","強気"
1434050,"釣り合う","つりあう","to balance,to be in harmony,to suit","waller",
1434050,"つり合う","つりあう","to balance,to be in harmony,to suit","jmdict","釣り合う"
1434050,"釣合う","つりあう","to balance,to be in harmony,to suit","jmdict","釣り合う"
1434020,"吊る","つる","to hang","waller",
1434020,,"つる","to hang","jmdict","吊る"
1433980,"吊す","つるす","to hang","waller",
1433980,"吊るす","つるす","to hang","jmdict","吊す"
1338400,"出合い","であい","an encounter","waller",
1328020,"手洗い","てあらい","restroom,lavatory,hand-washing","waller",
1328020,"手洗","てあらい","restroom,lavatory,hand-washing","jmdict","手洗い"
1435400,"定員","ていいん","fixed number of regular personnel,capacity (of boat, etc.)","waller",
1435410,"定価","ていか","established price","waller",
1434250,"低下","ていか","fall,decline,lowering,deterioration","waller",
1435510,"定期券","ていきけん","commuter pass,season ticket","waller",
1435540,"定休日","ていきゅうび","regular holiday","waller",
1434920,"停止","ていし","suspension,interruption,stoppage,ban","waller",
1434920,"停止","ちょうじ","suspension,interruption,stoppage,ban","jmdict","ていし"
1434960,"停車","ていしゃ","stopping (e.g. train)","waller",
1435020,"停電","ていでん","failure of electricity","waller",
1339910,"出入り","でいり","in and out,coming and going,free association,income and expenditure,debits and credit","waller",
1339910,"出入り","ではいり","in and out,coming and going,free association,income and expenditure,debits and credit","jmdict","でいり"
1339910,"出這入り","ではいり","in and out,coming and going,free association,income and expenditure,debits and credit","jmdict","出入り"
1598540,"出入口","でいりぐち","exit and entrance","waller",
1598540,"出入り口","でいりぐち","exit and entrance","jmdict","出入口"
1328250,"手入れ","ていれ","repairs,maintenance","waller",
1078830,,"テーマ","(n) theme,project,topic (de: Thema)","waller",
1598550,"出掛ける","でかける","to depart,to set out,to start,to be going out","waller",
1340600,"出来上がり","できあがり","be finished,ready,made for,cut out","waller",
1340600,"でき上がり","できあがり","be finished,ready,made for,cut out","jmdict","出来上がり"
1340600,"出来上り","できあがり","be finished,ready,made for,cut out","jmdict","出来上がり"
1340610,"出来上がる","できあがる","(1) to be finished,to be ready,by definition,(2) to be very drunk","waller",
1340610,"でき上がる","できあがる","(1) to be finished,to be ready,by definition,(2) to be very drunk","jmdict","出来上がる"
1340610,"出来あがる","できあがる","(1) to be finished,to be ready,by definition,(2) to be very drunk","jmdict","出来上がる"
1340610,"出来上る","できあがる","(1) to be finished,to be ready,by definition,(2) to be very drunk","jmdict","出来上がる"
1437290,"的確","てきかく","precise,accurate","waller",
1437290,"的確","てっかく","precise,accurate","jmdict","てきかく"
1437290,"適確","てっかく","precise,accurate","jmdict","てきかく"
1437290,"適確","てきかく","precise,accurate","waller",
1327770,"手首","てくび","wrist","waller",
1327770,"手頸","てくび","wrist","jmdict","手首"
1327770,"手頚","てくび","wrist","jmdict","手首"
1582410,"凸凹","でこぼこ","unevenness,roughness,ruggedness","waller",
1582410,"凸凹","とつおう","unevenness,roughness,ruggedness","jmdict","でこぼこ"
1582410,"凸凹","だくぼく","unevenness,roughness,ruggedness","jmdict","でこぼこ"
1327660,"手頃","てごろ","moderate,handy","waller",
1327660,"手ごろ","てごろ","moderate,handy","jmdict","手頃"
1339630,,"でたらめ","(1) irresponsible utterance,nonsense,nonsensical,(2) random","waller",
1339630,"出鱈目","でたらめ","(1) irresponsible utterance,nonsense,nonsensical,(2) random","jmdict","でたらめ"
1339630,,"デタラメ","(1) irresponsible utterance,nonsense,nonsensical,(2) random","jmdict","でたらめ"
1598330,"手帳","てちょう","notebook","waller",
1598330,"手帖","てちょう","notebook","jmdict","手帳"
1437820,"鉄橋","てっきょう","railway bridge,iron bridge","waller",
1598350,"手続き","てつづき","procedure,(legal) process,formalities","waller",
1598350,"手続","てつづき","procedure,(legal) process,formalities","jmdict","手続き"
1438010,"鉄砲","てっぽう","gun","waller",
1438010,"鉄炮","てっぽう","gun","jmdict","鉄砲"
1080030,,"テニスコート","tennis court","waller",
1080030,,"テニス・コート","tennis court","jmdict","テニスコート"
1598400,"手拭い","てぬぐい","(hand) towel","waller",
1598400,"手ぬぐい","てぬぐい","(hand) towel","jmdict","手拭い"
1598400,"手拭","てぬぐい","(hand) towel","jmdict","手拭い"
1328030,"手前","てまえ","before,this side,we,you","waller",
1338710,"出迎え","でむかえ","meeting,reception","waller",
1338720,"出迎える","でむかえる","to meet,to greet","waller",
1350840,"照らす","てらす","to shine on,to illuminate","waller",
1350860,"照る","てる","to shine","waller",
1440600,"展開","てんかい","develop,expansion (opposite of compression)","waller",
1441960,"伝記","でんき","biography,life story","waller",
1443170,"電球","でんきゅう","light bulb","waller",
1441660,"点数","てんすう","marks,points,score,runs","waller",
1442110,"伝染","でんせん","contagion","waller",
1443620,"電池","でんち","battery","waller",
1598460,"点々","てんてん","here and there,little by little","waller",
1598460,"点点","てんてん","here and there,little by little","jmdict","点々"
1704220,"転々","てんてん",,"waller",
1704220,"転転","てんてん",,"jmdict","転々"
1443630,"電柱","でんちゅう","telephone pole,telegraph pole,lightpole","waller",
1582030,"天皇","てんのう","Emperor of Japan","waller",
1443720,"電波","でんぱ","electro-magnetic wave","waller",
1443720,,"デムパ","electro-magnetic wave","jmdict","電波"
1443720,,"デンパ","electro-magnetic wave","jmdict","電波"
1081120,,"テンポ","tempo","waller",
1443790,"電流","でんりゅう","electric current","waller",
1443810,"電力","でんりょく","electric power","waller",
1598590,"問い合わせ","といあわせ","enquiry,ENQ","waller",
1598590,"問合せ","といあわせ","enquiry,ENQ","jmdict","問い合わせ"
1598590,"問い合せ","といあわせ","enquiry,ENQ","jmdict","問い合わせ"
1598590,"問合わせ","といあわせ","enquiry,ENQ","jmdict","問い合わせ"
1582390,"銅","どう","copper","waller",
1582390,"銅","あか","copper","jmdict","どう"
1582390,"銅","あかがね","copper","jmdict","どう"
1582390,"赤金","あかがね","copper","jmdict","銅"
1449670,"統一","とういつ","unity,consolidation,uniformity","waller",
1452000,"同格","どうかく","the same rank,equality,apposition","waller",
1454420,"峠","とうげ","ridge,(mountain) pass,difficult part","waller",
1449710,"統計","とうけい","scattering,a scatter,dispersion","waller",
1451350,"動作","どうさ","action,movements,motions,bearing,behaviour,manners","waller",
1447910,"東西","とうざい","East and West,whole country","waller",
1447910,"東西","ひがしにし","East and West,whole country","jmdict","とうざい"
1449210,"当日","とうじつ","appointed day,very day","waller",
1447270,"投書","とうしょ","letter to the editor,letter from a reader,contribution","waller",
1444800,"登場","とうじょう","entry (on stage)","waller",
1008950,,"どうせ","anyhow,in any case,at any rate","waller",
1008960,,"どうぞよろしく","pleased to meet you","waller",
1008960,"どうぞ宜しく","どうぞよろしく","pleased to meet you","jmdict","どうぞよろしく"
1448730,"灯台","とうだい","lighthouse","waller",
1448730,"燈台","とうだい","lighthouse","jmdict","灯台"
1448500,"盗難","とうなん","theft,robbery","waller",
1449220,"当番","とうばん","being on duty","waller",
1449510,"等分","とうぶん","division into equal parts","waller",
1450590,"透明","とうめい","transparency,cleanness","waller",
1448760,"灯油","とうゆ","lamp oil,kerosene","waller",
1448230,"東洋","とうよう","Orient","waller",
1454000,"童話","どうわ","fairy tale","waller",
1432940,"通り掛かる","とおりかかる","to happen to pass by","waller",
1432940,"通りかかる","とおりかかる","to happen to pass by","jmdict","通り掛かる"
1432940,"通り掛る","とおりかかる","to happen to pass by","jmdict","通り掛かる"
1546040,"溶かす","とかす","to melt,to dissolve","waller",
